,Cycle,A2,A3,A4,A5,A6,A7,A8,A9,B2,B3,B4,B5,B6,B7,B8,B9,C2,C3,C4,C5,C6,C7,C8,C9,D2,D3,D4,D5,D6,D7,D8,D9,E2,E3,E4,E5,E6,E7,E8,E9,F2,F3,F4,F5,F6,F7,F8,F9
,1,-10.8525379865118,-4.66404070847921,0.775226898207166,-12.0931446177151,-6.2834263388836,-8.41275927080778,-9.92415184028459,-24.9153018377274,-5.43232352101813,3.50397463764421,4.55332234255002,-1.93573352492513,-1.53268066683631,-3.48979074588351,-1.75475861465202,-5.04521326906161,-4.79691371390663,2.29132891256359,1.02272148183647,2.30033670832154,1.77811015975431,2.13785393628723,1.91208517424457,-4.87834663463536,-9.18446732268512,-2.95252959687514,-3.79337580123047,-3.2977404037415,-4.55270487074495,-4.22507990150461,-7.69417300381883,-12.2411047931587,-2.63145851350691,-4.37736219938597,-3.25081902060037,-1.11272900780887,3.77541612898858,-1.77429385990126,2.76394139226932,-4.67065425910278,-11.7573892213586,-2.76135463623041,-0.463721714099847,-2.58220259576319,-10.6657375736186,-7.16385393932023,-11.1632103194638,-11.8349427544313
,2,-4.25020144863129,0.438496234085505,4.97597423682782,-5.91930854449129,1.79959448908312,-0.821219916794689,1.9633456659144,-10.8040405687016,-0.54011431099525,0.401804171374806,1.60211307591817,-2.55351784976801,-4.13280805881095,-6.81958195744573,-4.86684733424545,-2.81593953457923,-1.49457101061626,3.43747033139744,2.53681025726064,0.606489582182803,3.68558579388218,3.847420008482,6.89745112680748,0.409566252847526,-1.82282059866566,0.30924806970279,-3.15305286668263,-2.64476355892157,-2.40352580205672,-0.0602631716346878,-1.98878416508614,-4.74598311269801,-3.95989253312791,-2.78607862272929,2.43404233489764,-1.2409666165654,-2.13465957438757,-0.729496052080322,2.51957584309775,-1.29384305009444,-9.63570406513372,-6.13044273107835,-2.77043011149635,0.0923643471041942,-8.76445666312611,-8.80744251129181,-7.97183658766789,-8.83069682925452
,3,-2.9462758250902,2.75487748471051,1.76413547661559,-0.82877980522926,-1.32721271456785,3.66504037694995,4.08896817730647,-6.36062962853521,-2.56049632459644,-0.447932733781272,4.54648748079399,-1.65299403136032,0.605879292124428,2.51403289360815,1.84776772808164,-3.6691681274574,-1.15120904857031,2.97064151171389,2.7325109338185,0.527123830432174,5.04306787140831,1.67966814280271,5.24590363467951,1.35534470520588,-3.54635934959924,3.86221573339753,0.797891905456709,-1.07696400666964,2.22101650804916,-0.91228265345535,0.604942755246157,-5.09686192733943,-0.151040736950108,0.9062801930163,2.80218995387168,4.47707617354399,2.26454343552041,6.38864130134061,1.70500956145952,1.74284140701911,-2.76261570180941,-2.07072120854855,0.184668908679669,0.362104273011937,-4.79702156360327,-4.22253860384808,-4.71932770932517,-7.74977359731611
,4,1.12508595897179,5.35601910041214,5.82406005177336,0.820696499654787,3.08169677108981,2.67361307410965,-2.52372498829754,-4.30350654476069,-4.29194124196238,0.792606802865976,2.6869740632269,-1.10690171373562,-1.50486749423953,1.47382974149787,1.76123727409777,-1.56028739052863,-2.96679452957687,0.447127365366214,3.06705681663789,4.10401903380853,3.49342919089941,5.63745608201862,3.42059124787374,0.958669738162826,-0.38164274983319,-2.37897389228738,0.985566532345729,3.77936139261828,0.363073727909978,2.84873598846798,1.5394522147385,-1.57132103407821,1.25298765711568,0.808315578346082,0.516045906952513,-2.56240839117254,1.41467496527548,1.3147245478126,5.29283078630942,2.07075061217893,-6.76937859509735,-1.1326387454601,-0.792700363887889,2.08794900130306,-3.48999365405234,-3.09558289130791,-2.03984096804743,-0.0419670993205727
,5,2.69367759063152,1.27581016018667,3.73333683184956,5.00853822087129,2.26659886628113,-2.81554918629809,2.16493602166247,2.22819840430884,-0.775723041196215,1.41851363531714,2.42373712238805,3.22216800122624,4.99291551199667,2.73070966325622,5.3913718841477,0.872749647683122,0.659230365653002,1.7662937495661,5.30140216493601,0.88245088766871,1.78555194231649,4.90015969961178,3.03247776151738,0.935039976353437,1.6888524066444,-0.225601613638446,-2.41716967787488,-3.71278688543725,-1.0241674035351,3.90579490128766,3.15375895340367,2.0411403092412,1.543591423615,2.80160084404361,2.15711857805627,1.8433482800051,1.48384387329816,2.62767889161933,5.39081737284459,1.41560447945312,-1.29436820609499,3.26828276858032,2.51299535741828,-1.04751441311691,0.654754017760752,1.63495672419322,-2.81985625553762,-1.97235034779442
,6,1.4908905266625,-1.40880586337335,0.130273320767174,-1.12037017107423,2.99299786065239,1.59146962815566,2.10900670383262,1.91182079936061,1.91003252359042,4.76292408887548,7.56752364574913,3.36821316580063,1.73009614405191,0.0221914080943861,1.84386420726514,-0.539865974284112,0.0424252353859629,1.60791615317066,4.57367963502566,4.96388619496702,5.82448004582193,4.29467701670683,5.26380596576564,2.81176591927533,-0.770540536879253,0.870157865333113,2.76757929489895,1.8578002123927,2.34317776823582,2.17476144015427,2.41434872077571,1.1384606335946,2.58434079786593,2.37305021113616,2.7221277461972,1.51725005779281,6.71034132130762,1.20854590736826,3.17663733537756,2.27364685901694,-1.25539050738553,-1.32320017677966,0.970680114663537,3.16935159703098,-0.977954912388213,1.5074587531908,1.8043364777468,-0.178985302573892
,7,3.74884762251031,0.822213244945488,1.87625591086817,1.01256587018452,0.445768856176983,2.48526559829452,1.72423272703099,3.33256509592502,2.34605914691883,1.87862334693455,0.634725261104904,4.83611604159023,1.76071138904217,-0.140258821682437,2.51115376860662,-2.2246604840484,3.16872726931979,0.187707052341466,1.85090638547081,6.40740569668924,0.352338022242748,-0.708847764522488,0.557692149186096,3.16519783749709,-0.842786891693322,2.68188930257838,3.25396378478899,2.69098827545758,-0.773033218215915,1.48607366982515,2.68141958954629,0.896047548402294,-1.75451602875819,1.55375520944199,-0.50424683483061,3.97553247912538,2.30300517670685,2.05756486565588,-0.198885212463665,1.58296965000955,2.58385425549477,5.56054481921456,-0.821799520124387,4.24888401351654,3.78975892212202,0.792557434309856,0.161799258910833,0.763497294816716
,8,2.95173516000796,3.75088517151517,1.21497023469556,1.67440654864095,1.66807626130594,2.38329935945239,2.00038038075536,5.80928375183476,-3.56043196107294,-0.434973209414238,0.688142735703423,-1.24506545157601,2.60033184961958,2.92358557199123,-0.609948624575736,1.98586519098762,0.150762320696231,2.47942923752862,-1.34628415753514,2.86127592845378,-0.519301259671465,1.83610938998663,1.48901005395055,1.07956074401045,0.304828064263347,2.44327579086075,1.17556866904079,1.84968471677212,1.76781420815132,0.47374018589835,-1.97201833220743,1.14681815900849,2.20976166493028,0.7339068854576,1.26041532520094,2.21858436518414,-2.45559592770951,-0.635186222557877,-2.56820580656813,3.48973815592535,0.117533191286384,2.43691101281365,4.75154468777237,2.95543779872014,3.08898016594185,6.55988833502124,6.81657013639824,5.35198141015053
,9,4.21608364027816,-1.4558651647144,-2.49669194424587,1.8670509613512,0.473743562166874,1.92106538303824,2.6769805253598,5.74969352411244,2.12917619618247,2.94480994289052,1.06112141367657,0.70907736660638,-0.089291314993261,0.306186057742252,0.38043577931785,4.687241057949,-0.150439248993735,-0.454372165458608,0.72811807212247,1.88274255123906,-0.994373497583183,-0.909548083363006,-5.8508602238303,2.96316866913139,1.77273540081251,1.57585406642875,3.84250146902514,3.65145771902462,3.29987891878318,-1.61339046093462,0.57877653519472,1.20137742547286,1.94351646986615,1.15052220050256,0.649169364732188,3.20618280568578,-1.32156932941962,-2.02637210667808,-4.58108099751689,0.451065099739935,8.17763408448081,1.35259038277445,0.799737255673335,0.0719507204316869,2.77522757102997,1.63917431615346,1.84391835985343,-0.900961874127916
,10,0.831495632211499,1.18523943811033,-2.91453068377587,2.71491008113435,0.416746861810225,-3.15180934989849,-2.3049512063285,6.4041612248634,1.32274368619073,1.98626789493164,0.447062016472501,-0.666304878345727,1.24377358848051,-0.0782173934635466,2.12145481651169,1.13413887315255,5.63588345483095,1.9399977348794,3.59087025421513,4.36560379313869,0.833620299595168,-1.16422496041105,1.43460858304888,0.330345705340278,-1.96341734083398,1.3529917765195,0.680894723352139,2.27012030474998,2.05313168003386,-2.00804524453633,-1.07775829015964,1.96956542993621,0.887869293659151,0.526448145258655,-0.362347020961352,-0.794456700200499,-1.20294881042309,-1.06635309883222,1.19698945914524,-1.95986275308678,2.29474199690458,0.146771874522983,1.56784578305906,-1.7132565257898,1.65628945042909,4.8349530277037,0.0725843207465005,-0.376109115005875
,11,-1.1515758654341,-4.26103286422403,-2.68147664052185,-2.39571917041803,-0.575068436333822,-2.81171550000363,-1.54519602369874,-1.48480594638568,1.85460982931318,-1.74972592533823,-3.23772283078415,0.415033870337084,0.542178514068837,0.768174037433255,-2.59964060268567,1.82986647436337,3.37199767781021,1.08030127292614,-2.29495196279277,-4.61152721139479,-4.50426786712296,-6.34254630749547,-5.52324682601829,3.80018561324187,3.54255647492164,-4.33891987416655,-0.603165416403954,-0.355755754821075,1.97521076147268,1.65772731286961,-1.62668624269918,-0.590322550363908,0.87764447977861,0.481095922085842,2.04959510629988,-3.90395677480137,-1.29885209778604,-2.32578553613121,-1.15270836173477,5.23432485483909,5.95349806172771,2.72853746414012,3.29849190034338,3.56321357784145,3.209393236295,0.788667115511998,1.03880799788658,-1.52855080970676
,12,0.705809310140467,-0.356623322838914,-1.96775254221211,0.680383545461154,-1.10629261367149,-1.04502858583965,-0.622551594944525,-0.257170525042056,2.64921420848714,0.54931884444386,-4.1906508901352,0.329425563788391,-1.81830525627538,-0.63065213645541,-2.35448787355699,1.89429598316201,-2.3924326205015,-3.36893020375783,-3.70062244654946,-1.93001122715941,-8.24125556355602,-5.80461387537071,-6.20335348424078,2.79814416905856,2.48431305924305,2.67340160643835,-3.39930238502166,-1.27490558700492,-2.75613788354258,-0.0414698989925455,0.963912083355808,-0.264109149854448,0.962600520446358,0.0762368841892567,-1.0022843699503,-0.196572387640572,-2.4090644989551,-1.8886872770031,-1.41119194490511,1.3432257604004,7.49603900639659,-0.412377584023034,-0.0454241328257012,-0.786552194394062,1.35204615019893,3.16869014675467,4.55276923110387,-1.70846573124118
,13,-0.371996951226265,-3.89856749418595,-2.49483074238105,-1.27250645225058,1.04278314632165,-1.51964800662972,-2.57862152154712,1.10922783196793,4.59149667498195,1.04067139921699,0.860690954095389,-2.13857599355333,0.15578088660186,-3.52190832779434,-9.62574118208204,3.19514498630133,3.38941039502606,0.153484498850048,-2.12601407278817,-4.77801053522353,-6.76505133049432,-5.08517421156148,-4.52816146650321,-1.22134999571654,-0.0133626446827293,-2.20347506536928,-3.05773326061944,-1.74953351851309,-5.38543015985715,-2.91934342663399,-2.70163595123222,1.4271454093514,-2.3253236334408,-1.05219525224538,-1.26346691427534,-3.47868453250612,-3.22250290816601,-4.57677445205536,-3.57451678253437,1.01875280792228,3.96206947085466,-4.35141620195463,-3.2514118640056,3.15518325195308,4.27756739230017,0.527562205467802,3.10135404780613,4.12427209240059
,14,0.738067776443586,-6.42585586352698,-1.05563201073619,-2.9129449941961,-2.04648628077484,-1.04061704145442,-4.11135693281949,3.97546036230733,2.27390823923588,2.01435807234566,-1.65224196970803,4.02442804720022,-0.474746663725455,2.21887538086594,-4.43289607526867,2.23409303934113,3.60658018104368,-2.47843405102049,-4.63345271968501,-1.96922999310027,-2.2192184875953,-2.72290801359122,-0.582707837909766,2.56505367972068,-0.419057030407203,-1.56611300107443,-0.254160433941706,-4.2797528850233,-0.169046489086668,-3.80166693285082,-4.44334261905306,0.0726805406234234,-2.07685480719192,-1.86915771750364,-1.14636871485345,-1.67055806674352,-2.3919784465802,-5.38617539130428,-7.22739936125299,0.204367159318736,2.59623490122794,4.58782783824608,0.267232933944342,-3.15402017645829,-0.2042315788417,-0.900916499391769,0.879949300568569,-0.574987562424212
,15,-2.0238951376773,-0.179786405104096,-3.16553846248007,2.17780421953921,1.40874392520482,-0.253838492410523,3.12906333802948,-3.18027159024768,1.73604380628149,-0.154646326819147,-4.23323483863123,-1.59448181664811,-3.21140921931874,-1.14386210415023,-0.322731995952836,-0.548574652397747,2.85191632786882,-2.64949349126573,-6.50036427849,-4.33131397022817,3.81272718740502,2.48389402133898,2.88086181349854,-1.34619003810758,3.54219703616309,0.331674765277512,-0.968593693728508,0.817536867895342,-0.969579116434033,-2.23380955155017,-1.11784511375845,3.54538820994094,0.890950719900047,-2.1327932223785,-4.41309860464025,-2.43434328910234,-2.44516009223344,-0.485144532698996,0.33642188219028,-2.4694893681376,3.49242170108027,-3.52456619710938,-2.93332650129878,-0.734340509824506,3.54126066631443,0.119385305113155,1.05573996997327,-0.444596355270733
,16,-3.23353563783894,-4.37104270854206,1.0275146086833,-0.263374270949498,5.24344026783729,9.53540896184586,8.2791178029338,-0.664568001351654,-0.790387260000443,0.223432009047883,-2.24992782191339,3.46444806546333,-1.66304892241806,-4.80243187598762,-1.78280891660097,-1.38297530398177,0.879270488636848,-5.70649155084675,-2.57021096041399,-6.25206326265061,18.4086255249554,18.5431470049521,17.1362110346081,2.06811013142487,0.848163841277255,-4.24583481186528,-1.43781995768722,0.57642804437728,0.56479702258639,0.59335490059857,3.91231696647674,-0.0129866317352025,1.73927948431947,-6.61380637459888,-3.78905361862826,-1.13385760962092,4.26075727793068,2.40746702290699,2.45710193926834,-2.55467820519152,8.0596838476381,0.309296820707459,-1.94637320430866,-2.47280855615054,-0.377318734211258,-1.79513464332604,1.87429853783942,5.13787449336178
,17,-2.49764908086672,2.1733400439839,4.64285587563745,5.01899548453139,20.9896505752495,26.5081003472515,25.2998259135111,-1.49266657060753,4.83604744109925,-2.02197934374999,-3.97540065322664,-2.92021780622281,0.589389418835253,4.95048484143081,3.11670447412007,1.21283438944101,1.2373894964403,-2.25621033554216,-5.1819282131205,-9.65746644432193,51.8163930998385,49.3554883167112,52.019863086653,-1.3774608009453,0.030565324161671,3.51480566096279,1.21308572848375,-2.17006872211414,6.90321350680915,10.3893710563511,7.32413786293637,-1.01102678790085,-0.594673608386984,-1.47918876922768,-4.14788583055861,-1.65549465854201,10.184336176766,14.6880671523732,14.3174369433532,-2.9420552850188,2.39768288678715,0.495373314158769,0.579681824848194,-2.91457852058329,-0.647644904945992,1.80812047611244,-2.66911917473726,-0.239044036489304
,18,-3.98947593585899,14.9922993533492,9.23309233535383,17.4345918374484,58.2185286262402,54.3881837809386,61.0357325945461,-4.60846258827723,-2.54982003831537,-2.71578596469681,-1.29236249937276,-1.69814439291986,8.88744030955104,6.90337792529772,14.3415983353702,4.03359307341316,-3.20645947600769,-0.222101875142471,-4.30594392184457,-5.12304069282845,108.435061800345,114.256880199515,113.97744620658,-3.03603282220502,-1.08543584163726,5.71680362180723,6.70641265925906,7.17102550277559,20.6531269528909,18.8533675047202,18.0015802705457,0.348099615833235,3.12716768578275,-2.5352668364153,-1.37028034502873,-4.19432059694827,36.927154435627,37.9076738459066,34.9936580237245,-0.780372321291452,0.857011924973449,-6.09810791475365,-0.354655680898759,-1.15996355728521,1.5052010078889,-0.957712109017848,1.32176254964361,2.25633856172863
,19,-1.63020408351804,34.5332192801943,35.5006887910167,39.4638197656018,116.693740885933,119.501519993385,124.244460753845,-1.99499685899036,0.808825144805269,-1.8368500110023,-3.58582282068119,-3.85901588406159,28.0485980785706,21.4426096765887,32.7064146972853,1.75064413202381,2.37793518140143,3.28030362624304,-0.170371952223377,1.62436652010865,223.810075781412,230.041568921755,237.91392522665,-5.00859002854759,-2.15580397198892,16.3864705825831,18.7471712430124,17.1890560656702,42.0040480734042,43.9745304679077,44.1218471494008,2.20447948371202,-1.46223917665975,2.9659088256999,0.861312627469488,4.52742882313805,75.104179746832,79.2171867342549,77.3907440077037,-2.17888132065582,-1.00154040259622,1.31765128587767,-2.69389607379253,-3.83089710799459,-1.68274710919013,-0.335710961049699,1.50106331415009,1.62721424656911
,20,-8.63863019795463,76.8562356400039,79.9426889416914,85.3515767894914,237.34825278204,240.001927927336,248.009831691852,-4.77386839783912,2.0373620593482,-7.45787256281437,-4.80868055707197,-4.86452674606198,58.297342607158,57.2535694355183,66.3153215199836,-4.95406399685817,-2.62643880788573,10.8963013779967,5.60165290598206,2.43170317103204,437.727308580805,446.089584383932,465.308406951359,-1.48450671751198,0.177629750484812,43.0957852427487,42.1672707000821,42.6667888120001,85.5820580397599,87.6761013541918,89.8732430573968,-1.62871992424834,0.736793219185529,12.2712304137012,14.5820795217478,11.2021548156622,148.386799617771,160.836480035894,166.984991596506,-0.260685284084502,3.4803728303732,-2.09537607813763,-1.2344096489046,-6.17648028608028,-3.84790202420982,2.78404860026831,-2.06104227034348,0.108872691558645
,21,-2.19370120036092,159.146065366889,162.116583479495,170.635111617391,451.991489855294,454.055845521569,471.352429146461,-4.11588079753938,-0.247923979834013,-3.89144649472655,-3.15291951965764,0.97050379420989,121.382615694942,121.974217136844,134.841379744492,0.066749102529684,-3.18096243741093,28.8600977531783,19.3245583516773,24.6340923562279,791.08396723236,815.029578231246,851.788528434065,-5.26833216748537,1.94733608198976,81.2928628968484,83.4328085109109,87.4830350916386,172.0441208637,174.714444622658,183.245683705189,0.587807837821401,-0.963144351065694,27.1777062907227,31.0236675286546,31.9406433593695,296.260777293795,315.085230971813,328.066816462828,-1.02682795227656,3.13185810205187,1.05103675762166,-0.909133174767248,0.0941938302426024,-0.522013114928541,-4.24109305243155,-1.0877254678976,1.7768820520364
,22,-2.56988328231773,307.329029134921,314.33749001255,328.804937849641,794.98220368106,806.969827898056,827.001046198165,-4.74364051835937,1.34542231718524,-2.96603047437429,1.02991987187033,1.34885365553146,241.212303032111,240.985572988306,264.996653916154,1.29909338872221,0.911262460696435,56.5231175398221,51.670315922755,51.5358790187015,1327.88550513725,1372.83716337548,1434.85333840031,-6.26307992825514,-0.267146644898276,153.337766671002,161.905017902588,164.883886203936,316.114358856106,324.460490118917,333.8521665858,1.52286509135865,-2.74130877909693,61.8641497552653,62.7837974589197,65.303417533536,543.574110641572,578.828230165574,595.224307896928,-3.04235451806926,-5.26815438015865,1.36480005119529,1.8259031334519,1.87568988130033,-5.06915221804593,-0.993603959723714,-2.54804962557637,0.745186053353791
