,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-SYBR,ceh-74,FAU5 treated,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN
,1-SYBR,ceh-74,N2 treated,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN
,1-SYBR,nhr-58,FAU5,,0.21948379427829,-2.18781367347506,0.00399825204395017,0.00399825204395017,NaN,0.0023083918938626,0.0023083918938626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,29.0682062170943,0.0262810218631328,0.0151733550472582,NaN
,1-SYBR,nhr-58,FAU5 treated,,1,0,0.00621570706590347,0.00621570706590347,NaN,0.00358864014770323,0.00358864014770323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,26.8803925436192,0.00896736975959743,0.00517731334462648,NaN
,1-SYBR,nhr-58,N2,,0.360186908137807,-1.47318235092223,0.016830238950097,0.016830238950097,NaN,0.00971694298836421,0.00971694298836421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,28.3535748945415,0.0674119511889403,0.0389203081655326,NaN
,1-SYBR,nhr-58,N2 treated,,0.276745338173389,-1.85336908014171,0.0201218332958207,0.0201218332958207,NaN,0.0116173458699308,0.0116173458699308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,28.7337616237609,0.104896686972508,0.0605621304606776,NaN
,1-SYBR,oac-7,FAU5,,0.18468848554056,-2.43683417102157,0.0135338615093387,0.0135338615093387,NaN,0.0078137785855918,0.0078137785855918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,29.7643868510165,0.105719827776231,0.0610373710252879,NaN
,1-SYBR,oac-7,FAU5 treated,,1,0,0.278887571094717,0.278887571094717,NaN,0.161015814245176,0.161015814245176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,27.3275526799949,0.402349715783916,0.232296716716214,NaN
,1-SYBR,oac-7,N2,,0.226296054232829,-2.14371666533496,0.0185725840838451,0.0185725840838451,NaN,0.0107228864203549,0.0107228864203549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,29.4712693453298,0.118404958694899,0.0683611347758863,NaN
,1-SYBR,oac-7,N2 treated,,0.500712103808864,-0.997946764502714,0.0505881892535327,0.0505881892535327,NaN,0.0292071046833428,0.0292071046833428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,28.3254994444976,0.145759068351748,0.0841540373497111,NaN
,1-SYBR,t22f3.3,FAU5,,0.718149915296758,-0.477643053793145,0.156921393375603,0.156921393375603,NaN,0.0905986087070158,0.0905986087070158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,31.8655960812532,0.315240190397877,0.182004008785603,NaN
,1-SYBR,t22f3.3,FAU5 treated,,0.430450648294427,-1.21608025457601,0.0552661827314485,0.0552661827314485,NaN,0.0319079454770848,0.0319079454770848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,32.6040332820361,0.185229707682975,0.106942421592682,NaN
,1-SYBR,t22f3.3,N2,,1,0,0.0764444814983164,0.0764444814983164,NaN,0.0441352419711143,0.0441352419711143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,31.3879530274601,0.110286074360949,0.0636736947201611,NaN
,1-SYBR,t22f3.3,N2 treated,,0.283062672181753,-1.82080658304718,0.0858935963930027,0.0858935963930027,NaN,0.0495906909991652,0.0495906909991652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,33.2087596105073,0.43777678139326,0.252750542582367,NaN
,1-SYBR,tba-1,FAU5,,0.84094261636318,-0.2499207366338,0.0123765832593261,0.0123765832593261,NaN,0.00714562367641977,0.00714562367641977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,21.454834833306,0.021232881939792,0.0122588101036105,NaN
,1-SYBR,tba-1,FAU5 treated,,0.580507422784318,-0.78461358034491,0.110041138588171,0.110041138588171,NaN,0.0635322809858134,0.0635322809858134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,21.9895276770171,0.273477648525975,0.157892393993818,NaN
,1-SYBR,tba-1,N2,,1,0,0.0648931944238162,0.0648931944238162,NaN,0.037466103269165,0.037466103269165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,21.2049140966722,0.093621089782683,0.0540521613878581,NaN
